"regcode","inc064","inc65","inc","date"
18,0,0,0,2017-05-13
18,0,0,0,2017-05-14
18,0,0,0,2017-05-15
18,0,0,0,2017-05-16
18,0,0,0,2017-05-17
18,0,0,0,2017-05-18
18,0,0,0,2017-05-19
18,0,0,0,2017-05-20
18,0,0,0,2017-05-21
18,0,0,0,2017-05-22
18,0,0,0,2017-05-23
18,0,0,0,2017-05-24
18,0,0,0,2017-05-25
18,0,0,0,2017-05-26
18,0,0,0,2017-05-27
18,0,0,0,2017-05-28
18,0,0,0,2017-05-29
18,0,0,0,2017-05-30
18,0,0,0,2017-05-31
18,0,0,0,2017-06-01
18,0,0,0,2017-06-02
18,0,0,0,2017-06-03
18,0,0,0,2017-06-04
18,0,0,0,2017-06-05
18,0,0,0,2017-06-06
18,0,0,0,2017-06-07
18,0,0,0,2017-06-08
18,0,0,0,2017-06-09
18,0,0,0,2017-06-10
18,0,0,0,2017-06-11
18,0,0,0,2017-06-12
18,0,0,0,2017-06-13
18,0,0,0,2017-06-14
18,0,0,0,2017-06-15
18,0,0,0,2017-06-16
18,0,0,0,2017-06-17
18,0,0,0,2017-06-18
18,0,0,0,2017-06-19
18,0,0,0,2017-06-20
18,0,0,0,2017-06-21
18,0,0,0,2017-06-22
18,0,0,0,2017-06-23
18,0,0,0,2017-06-24
18,0,0,0,2017-06-25
18,0,0,0,2017-06-26
18,0,0,0,2017-06-27
18,0,0,0,2017-06-28
18,0,0,0,2017-06-29
18,0,0,0,2017-06-30
18,0,0,0,2017-07-01
18,0,0,0,2017-07-02
18,0,0,0,2017-07-03
18,0,0,0,2017-07-04
18,0,0,0,2017-07-05
18,0,0,0,2017-07-06
18,0,0,0,2017-07-07
18,0,0,0,2017-07-08
18,0,0,0,2017-07-09
18,0,0,0,2017-07-10
18,0,0,0,2017-07-11
18,0,0,0,2017-07-12
18,0,0,0,2017-07-13
18,0,0,0,2017-07-14
18,0,0,0,2017-07-15
18,0,0,0,2017-07-16
18,0,0,0,2017-07-17
18,0,0,0,2017-07-18
18,0,0,0,2017-07-19
18,0,0,0,2017-07-20
18,0,0,0,2017-07-21
18,0,0,0,2017-07-22
18,0,0,0,2017-07-23
18,0,0,0,2017-07-24
18,0,0,0,2017-07-25
18,0,0,0,2017-07-26
18,0,0,0,2017-07-27
18,0,0,0,2017-07-28
18,0,0,0,2017-07-29
18,0,0,0,2017-07-30
18,0,0,0,2017-07-31
18,0,0,0,2017-08-01
18,0,0,0,2017-08-02
18,0,0,0,2017-08-03
18,0,0,0,2017-08-04
18,0,0,0,2017-08-05
18,0,0,0,2017-08-06
18,0,0,0,2017-08-07
18,0,0,0,2017-08-08
18,0,0,0,2017-08-09
18,0,0,0,2017-08-10
18,0,0,0,2017-08-11
18,0,0,0,2017-08-12
18,0,0,0,2017-08-13
18,0,0,0,2017-08-14
18,0,0,0,2017-08-15
18,0,0,0,2017-08-16
18,0,0,0,2017-08-17
18,0,0,0,2017-08-18
18,0,0,0,2017-08-19
18,0,0,0,2017-08-20
18,0,0,0,2017-08-21
18,0,0,0,2017-08-22
18,0,0,0,2017-08-23
18,0,0,0,2017-08-24
18,0,0,0,2017-08-25
18,0,0,0,2017-08-26
18,0,0,0,2017-08-27
18,0,0,0,2017-08-28
18,0,0,0,2017-08-29
18,0,0,0,2017-08-30
18,0,0,0,2017-08-31
18,0,0,0,2017-09-01
18,0,0,0,2017-09-02
18,0,0,0,2017-09-03
18,0,0,0,2017-09-04
18,0,0,0,2017-09-05
18,0,0,0,2017-09-06
18,0,0,0,2017-09-07
18,0,0,0,2017-09-08
18,0,0,0,2017-09-09
18,0,0,0,2017-09-10
18,0,0,0,2017-09-11
18,0,0,0,2017-09-12
18,0,0,0,2017-09-13
18,0,0,0,2017-09-14
18,0,0,0,2017-09-15
18,0,0,0,2017-09-16
18,0,0,0,2017-09-17
18,0,0,0,2017-09-18
18,0,0,0,2017-09-19
18,0,0,0,2017-09-20
18,0,0,0,2017-09-21
18,0,0,0,2017-09-22
18,0,0,0,2017-09-23
18,0,0,0,2017-09-24
18,0,0,0,2017-09-25
18,0,0,0,2017-09-26
18,0,0,0,2017-09-27
18,0,0,0,2017-09-28
18,0,0,0,2017-09-29
18,0,0,0,2017-09-30
18,0,0,0,2017-10-01
18,0,0,0,2017-10-02
18,0,0,0,2017-10-03
18,0,0,0,2017-10-04
18,0,0,0,2017-10-05
18,0,0,0,2017-10-06
18,0,0,0,2017-10-07
18,0,0,0,2017-10-08
18,0,0,0,2017-10-09
18,0,0,0,2017-10-10
18,0,0,0,2017-10-11
18,0,0,0,2017-10-12
18,0,0,0,2017-10-13
18,0,0,0,2017-10-14
18,0,0,0,2017-10-15
18,0,0,0,2017-10-16
18,0,0,0,2017-10-17
18,0,0,0,2017-10-18
18,0,0,0,2017-10-19
18,0,0,0,2017-10-20
18,0,0,0,2017-10-21
18,0,0,0,2017-10-22
18,0,0,0,2017-10-23
18,0,0,0,2017-10-24
18,0,0,0,2017-10-25
18,0,0,0,2017-10-26
18,0,0,0,2017-10-27
18,0,0,0,2017-10-28
18,0,0,0,2017-10-29
18,1.07370212765957,0,1.01,2017-10-30
18,1.07370212765957,0,1.01,2017-10-31
18,1.07370212765957,0,1.01,2017-11-01
18,1.07370212765957,0,1.01,2017-11-02
18,1.07370212765957,0,1.01,2017-11-03
18,1.07370212765957,0,1.01,2017-11-04
18,1.07370212765957,0,1.01,2017-11-05
18,2.39736607142857,0,2.19,2017-11-06
18,2.39736607142857,0,2.19,2017-11-07
18,2.39736607142857,0,2.19,2017-11-08
18,2.39736607142857,0,2.19,2017-11-09
18,2.39736607142857,0,2.19,2017-11-10
18,2.39736607142857,0,2.19,2017-11-11
18,2.39736607142857,0,2.19,2017-11-12
18,1.78445839874411,0,1.67,2017-11-13
18,1.78445839874411,0,1.67,2017-11-14
18,1.78445839874411,0,1.67,2017-11-15
18,1.78445839874411,0,1.67,2017-11-16
18,1.78445839874411,0,1.67,2017-11-17
18,1.78445839874411,0,1.67,2017-11-18
18,1.78445839874411,0,1.67,2017-11-19
18,5.93888701517707,0,5.64,2017-11-20
18,5.93888701517707,0,5.64,2017-11-21
18,5.93888701517707,0,5.64,2017-11-22
18,5.93888701517707,0,5.64,2017-11-23
18,5.93888701517707,0,5.64,2017-11-24
18,5.93888701517707,0,5.64,2017-11-25
18,5.93888701517707,0,5.64,2017-11-26
18,4.27614296936371,0,4,2017-11-27
18,4.27614296936371,0,4,2017-11-28
18,4.27614296936371,0,4,2017-11-29
18,4.27614296936371,0,4,2017-11-30
18,4.27614296936371,0,4,2017-12-01
18,4.27614296936371,0,4,2017-12-02
18,4.27614296936371,0,4,2017-12-03
18,3.61509756097561,0,3.41,2017-12-04
18,3.61509756097561,0,3.41,2017-12-05
18,3.61509756097561,0,3.41,2017-12-06
18,3.61509756097561,0,3.41,2017-12-07
18,3.61509756097561,0,3.41,2017-12-08
18,3.61509756097561,0,3.41,2017-12-09
18,3.61509756097561,0,3.41,2017-12-10
18,8.99618023893935,0,8.99,2017-12-11
18,8.99618023893935,0,8.99,2017-12-12
18,8.99618023893935,0,8.99,2017-12-13
18,8.99618023893935,0,8.99,2017-12-14
18,8.99618023893935,0,8.99,2017-12-15
18,8.99618023893935,0,8.99,2017-12-16
18,8.99618023893935,0,8.99,2017-12-17
18,14.3672070740344,0,14.37,2017-12-18
18,14.3672070740344,0,14.37,2017-12-19
18,14.3672070740344,0,14.37,2017-12-20
18,14.3672070740344,0,14.37,2017-12-21
18,14.3672070740344,0,14.37,2017-12-22
18,14.3672070740344,0,14.37,2017-12-23
18,14.3672070740344,0,14.37,2017-12-24
18,21.5708140354519,0,21.57,2017-12-25
18,21.5708140354519,0,21.57,2017-12-26
18,21.5708140354519,0,21.57,2017-12-27
18,21.5708140354519,0,21.57,2017-12-28
18,21.5708140354519,0,21.57,2017-12-29
18,21.5708140354519,0,21.57,2017-12-30
18,21.5708140354519,0,21.57,2017-12-31
18,18.3185208237461,0,18.32,2018-01-01
18,18.3185208237461,0,18.32,2018-01-02
18,18.3185208237461,0,18.32,2018-01-03
18,18.3185208237461,0,18.32,2018-01-04
18,18.3185208237461,0,18.32,2018-01-05
18,18.3185208237461,0,18.32,2018-01-06
18,18.3185208237461,0,18.32,2018-01-07
18,17.9415733396965,0,17.94,2018-01-08
18,17.9415733396965,0,17.94,2018-01-09
18,17.9415733396965,0,17.94,2018-01-10
18,17.9415733396965,0,17.94,2018-01-11
18,17.9415733396965,0,17.94,2018-01-12
18,17.9415733396965,0,17.94,2018-01-13
18,17.9415733396965,0,17.94,2018-01-14
18,17.6579260714426,0,17.65,2018-01-15
18,17.6579260714426,0,17.65,2018-01-16
18,17.6579260714426,0,17.65,2018-01-17
18,17.6579260714426,0,17.65,2018-01-18
18,17.6579260714426,0,17.65,2018-01-19
18,17.6579260714426,0,17.65,2018-01-20
18,17.6579260714426,0,17.65,2018-01-21
18,11.6577776963153,0,11.66,2018-01-22
18,11.6577776963153,0,11.66,2018-01-23
18,11.6577776963153,0,11.66,2018-01-24
18,11.6577776963153,0,11.66,2018-01-25
18,11.6577776963153,0,11.66,2018-01-26
18,11.6577776963153,0,11.66,2018-01-27
18,11.6577776963153,0,11.66,2018-01-28
18,11.9950865522103,0,11.99,2018-01-29
18,11.9950865522103,0,11.99,2018-01-30
18,11.9950865522103,0,11.99,2018-01-31
18,11.9950865522103,0,11.99,2018-02-01
18,11.9950865522103,0,11.99,2018-02-02
18,11.9950865522103,0,11.99,2018-02-03
18,11.9950865522103,0,11.99,2018-02-04
18,7.69204672936286,0,7.69,2018-02-05
18,7.69204672936286,0,7.69,2018-02-06
18,7.69204672936286,0,7.69,2018-02-07
18,7.69204672936286,0,7.69,2018-02-08
18,7.69204672936286,0,7.69,2018-02-09
18,7.69204672936286,0,7.69,2018-02-10
18,7.69204672936286,0,7.69,2018-02-11
18,6.32589415846355,0,6.33,2018-02-12
18,6.32589415846355,0,6.33,2018-02-13
18,6.32589415846355,0,6.33,2018-02-14
18,6.32589415846355,0,6.33,2018-02-15
18,6.32589415846355,0,6.33,2018-02-16
18,6.32589415846355,0,6.33,2018-02-17
18,6.32589415846355,0,6.33,2018-02-18
18,8.51656531907785,0,7.77,2018-02-19
18,8.51656531907785,0,7.77,2018-02-20
18,8.51656531907785,0,7.77,2018-02-21
18,8.51656531907785,0,7.77,2018-02-22
18,8.51656531907785,0,7.77,2018-02-23
18,8.51656531907785,0,7.77,2018-02-24
18,8.51656531907785,0,7.77,2018-02-25
18,7.45143859649123,0,6.8,2018-02-26
18,7.45143859649123,0,6.8,2018-02-27
18,7.45143859649123,0,6.8,2018-02-28
18,7.45143859649123,0,6.8,2018-03-01
18,7.45143859649123,0,6.8,2018-03-02
18,7.45143859649123,0,6.8,2018-03-03
18,7.45143859649123,0,6.8,2018-03-04
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-05
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-06
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-07
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-08
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-09
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-10
18,6.99672274136678,4.85631066099556e-09,6.49311061004014,2018-03-11
18,5.32245614035088,0,4.85,2018-03-12
18,5.32245614035088,0,4.85,2018-03-13
18,5.32245614035088,0,4.85,2018-03-14
18,5.32245614035088,0,4.85,2018-03-15
18,5.32245614035088,0,4.85,2018-03-16
18,5.32245614035088,0,4.85,2018-03-17
18,5.32245614035088,0,4.85,2018-03-18
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-19
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-20
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-21
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-22
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-23
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-24
18,6.13971908671104,5.15384021864557e-09,5.72263497580539,2018-03-25
18,5.32205882352941,0,4.85,2018-03-26
18,5.32205882352941,0,4.85,2018-03-27
18,5.32205882352941,0,4.85,2018-03-28
18,5.32205882352941,0,4.85,2018-03-29
18,5.32205882352941,0,4.85,2018-03-30
18,5.32205882352941,0,4.85,2018-03-31
18,5.32205882352941,0,4.85,2018-04-01
18,8.74310270622758,0,8.74,2018-04-02
18,8.74310270622758,0,8.74,2018-04-03
18,8.74310270622758,0,8.74,2018-04-04
18,8.74310270622758,0,8.74,2018-04-05
18,8.74310270622758,0,8.74,2018-04-06
18,8.74310270622758,0,8.74,2018-04-07
18,8.74310270622758,0,8.74,2018-04-08
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-09
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-10
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-11
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-12
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-13
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-14
18,8.09872587121792,9.21785103531608e-09,7.96658139605195,2018-04-15
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-16
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-17
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-18
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-19
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-20
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-21
18,7.96472884389607,2.63246719978478e-08,7.76087831987704,2018-04-22
18,0,0,0,2018-04-23
18,0,0,0,2018-04-24
18,0,0,0,2018-04-25
18,0,0,0,2018-04-26
18,0,0,0,2018-04-27
18,0,0,0,2018-04-28
18,0,0,0,2018-04-29
18,0,0,0,2018-04-30
18,0,0,0,2018-05-01
18,0,0,0,2018-05-02
18,0,0,0,2018-05-03
18,0,0,0,2018-05-04
18,0,0,0,2018-05-05
18,0,0,0,2018-05-06
18,0,0,0,2018-05-07
18,0,0,0,2018-05-08
18,0,0,0,2018-05-09
18,0,0,0,2018-05-10
18,0,0,0,2018-05-11
18,0,0,0,2018-05-12
18,0,0,0,2018-05-13
18,0,0,0,2018-05-14
18,0,0,0,2018-05-15
18,0,0,0,2018-05-16
18,0,0,0,2018-05-17
18,0,0,0,2018-05-18
18,0,0,0,2018-05-19
18,0,0,0,2018-05-20
18,0,0,0,2018-05-21
18,0,0,0,2018-05-22
18,0,0,0,2018-05-23
18,0,0,0,2018-05-24
18,0,0,0,2018-05-25
18,0,0,0,2018-05-26
18,0,0,0,2018-05-27
18,0,0,0,2018-05-28
18,0,0,0,2018-05-29
18,0,0,0,2018-05-30
18,0,0,0,2018-05-31
18,0,0,0,2018-06-01
18,0,0,0,2018-06-02
18,0,0,0,2018-06-03
18,0,0,0,2018-06-04
18,0,0,0,2018-06-05
18,0,0,0,2018-06-06
18,0,0,0,2018-06-07
18,0,0,0,2018-06-08
18,0,0,0,2018-06-09
18,0,0,0,2018-06-10
18,0,0,0,2018-06-11
18,0,0,0,2018-06-12
18,0,0,0,2018-06-13
18,0,0,0,2018-06-14
18,0,0,0,2018-06-15
18,0,0,0,2018-06-16
18,0,0,0,2018-06-17
18,0,0,0,2018-06-18
18,0,0,0,2018-06-19
18,0,0,0,2018-06-20
18,0,0,0,2018-06-21
18,0,0,0,2018-06-22
18,0,0,0,2018-06-23
18,0,0,0,2018-06-24
18,0,0,0,2018-06-25
18,0,0,0,2018-06-26
18,0,0,0,2018-06-27
18,0,0,0,2018-06-28
18,0,0,0,2018-06-29
18,0,0,0,2018-06-30
18,0,0,0,2018-07-01
18,0,0,0,2018-07-02
18,0,0,0,2018-07-03
18,0,0,0,2018-07-04
18,0,0,0,2018-07-05
18,0,0,0,2018-07-06
18,0,0,0,2018-07-07
18,0,0,0,2018-07-08
18,0,0,0,2018-07-09
18,0,0,0,2018-07-10
18,0,0,0,2018-07-11
18,0,0,0,2018-07-12
18,0,0,0,2018-07-13
18,0,0,0,2018-07-14
18,0,0,0,2018-07-15
18,0,0,0,2018-07-16
18,0,0,0,2018-07-17
18,0,0,0,2018-07-18
18,0,0,0,2018-07-19
18,0,0,0,2018-07-20
18,0,0,0,2018-07-21
18,0,0,0,2018-07-22
18,0,0,0,2018-07-23
18,0,0,0,2018-07-24
18,0,0,0,2018-07-25
18,0,0,0,2018-07-26
18,0,0,0,2018-07-27
18,0,0,0,2018-07-28
18,0,0,0,2018-07-29
18,0,0,0,2018-07-30
18,0,0,0,2018-07-31
18,0,0,0,2018-08-01
18,0,0,0,2018-08-02
18,0,0,0,2018-08-03
18,0,0,0,2018-08-04
18,0,0,0,2018-08-05
18,0,0,0,2018-08-06
18,0,0,0,2018-08-07
18,0,0,0,2018-08-08
18,0,0,0,2018-08-09
18,0,0,0,2018-08-10
18,0,0,0,2018-08-11
18,0,0,0,2018-08-12
18,0,0,0,2018-08-13
18,0,0,0,2018-08-14
18,0,0,0,2018-08-15
18,0,0,0,2018-08-16
18,0,0,0,2018-08-17
18,0,0,0,2018-08-18
18,0,0,0,2018-08-19
18,0,0,0,2018-08-20
18,0,0,0,2018-08-21
18,0,0,0,2018-08-22
18,0,0,0,2018-08-23
18,0,0,0,2018-08-24
18,0,0,0,2018-08-25
18,0,0,0,2018-08-26
18,0,0,0,2018-08-27
18,0,0,0,2018-08-28
18,0,0,0,2018-08-29
18,0,0,0,2018-08-30
18,0,0,0,2018-08-31
18,0,0,0,2018-09-01
18,0,0,0,2018-09-02
18,0,0,0,2018-09-03
18,0,0,0,2018-09-04
18,0,0,0,2018-09-05
18,0,0,0,2018-09-06
18,0,0,0,2018-09-07
18,0,0,0,2018-09-08
18,0,0,0,2018-09-09
18,0,0,0,2018-09-10
18,0,0,0,2018-09-11
18,0,0,0,2018-09-12
18,0,0,0,2018-09-13
18,0,0,0,2018-09-14
18,0,0,0,2018-09-15
18,0,0,0,2018-09-16
18,0,0,0,2018-09-17
18,0,0,0,2018-09-18
18,0,0,0,2018-09-19
18,0,0,0,2018-09-20
18,0,0,0,2018-09-21
18,0,0,0,2018-09-22
18,0,0,0,2018-09-23
18,0,0,0,2018-09-24
18,0,0,0,2018-09-25
18,0,0,0,2018-09-26
18,0,0,0,2018-09-27
18,0,0,0,2018-09-28
18,0,0,0,2018-09-29
18,0,0,0,2018-09-30
18,0,0,0,2018-10-01
18,0,0,0,2018-10-02
18,0,0,0,2018-10-03
18,0,0,0,2018-10-04
18,0,0,0,2018-10-05
18,0,0,0,2018-10-06
18,0,0,0,2018-10-07
18,0,0,0,2018-10-08
18,0,0,0,2018-10-09
18,0,0,0,2018-10-10
18,0,0,0,2018-10-11
18,0,0,0,2018-10-12
18,0,0,0,2018-10-13
18,0,0,0,2018-10-14
18,0,0,0,2018-10-15
18,0,0,0,2018-10-16
18,0,0,0,2018-10-17
18,0,0,0,2018-10-18
18,0,0,0,2018-10-19
18,0,0,0,2018-10-20
18,0,0,0,2018-10-21
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-22
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-23
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-24
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-25
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-26
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-27
18,4.20402737310778,0.176587111565565,3.63427534131257,2018-10-28
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-10-29
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-10-30
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-10-31
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-11-01
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-11-02
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-11-03
18,3.84213193757775,0.137873869764848,3.30707219881685,2018-11-04
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-05
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-06
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-07
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-08
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-09
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-10
18,3.33713173658905,0.0949625942725891,2.86516560775222,2018-11-11
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-12
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-13
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-14
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-15
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-16
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-17
18,2.40839747673485,0.0441305403557348,2.07382687698354,2018-11-18
18,0.787255813953488,0,0.69,2018-11-19
18,0.787255813953488,0,0.69,2018-11-20
18,0.787255813953488,0,0.69,2018-11-21
18,0.787255813953488,0,0.69,2018-11-22
18,0.787255813953488,0,0.69,2018-11-23
18,0.787255813953488,0,0.69,2018-11-24
18,0.787255813953488,0,0.69,2018-11-25
18,5.66118415324336,0,5.24,2018-11-26
18,5.66118415324336,0,5.24,2018-11-27
18,5.66118415324336,0,5.24,2018-11-28
18,5.66118415324336,0,5.24,2018-11-29
18,5.66118415324336,0,5.24,2018-11-30
18,5.66118415324336,0,5.24,2018-12-01
18,5.66118415324336,0,5.24,2018-12-02
18,4.82191235059761,0,2.45,2018-12-03
18,4.82191235059761,0,2.45,2018-12-04
18,4.82191235059761,0,2.45,2018-12-05
18,4.82191235059761,0,2.45,2018-12-06
18,4.82191235059761,0,2.45,2018-12-07
18,4.82191235059761,0,2.45,2018-12-08
18,4.82191235059761,0,2.45,2018-12-09
18,10.5222016136511,0,10.16,2018-12-10
18,10.5222016136511,0,10.16,2018-12-11
18,10.5222016136511,0,10.16,2018-12-12
18,10.5222016136511,0,10.16,2018-12-13
18,10.5222016136511,0,10.16,2018-12-14
18,10.5222016136511,0,10.16,2018-12-15
18,10.5222016136511,0,10.16,2018-12-16
18,1.30176134267798,1.4,1.31,2018-12-17
18,1.30176134267798,1.4,1.31,2018-12-18
18,1.30176134267798,1.4,1.31,2018-12-19
18,1.30176134267798,1.4,1.31,2018-12-20
18,1.30176134267798,1.4,1.31,2018-12-21
18,1.30176134267798,1.4,1.31,2018-12-22
18,1.30176134267798,1.4,1.31,2018-12-23
18,1.8763441170344,0,1.7,2018-12-24
18,1.8763441170344,0,1.7,2018-12-25
18,1.8763441170344,0,1.7,2018-12-26
18,1.8763441170344,0,1.7,2018-12-27
18,1.8763441170344,0,1.7,2018-12-28
18,1.8763441170344,0,1.7,2018-12-29
18,1.8763441170344,0,1.7,2018-12-30
18,18.3185208237461,0,18.32,2018-12-31
18,10.8487380007636,0,10.85,2019-01-01
18,10.8487380007636,0,10.85,2019-01-02
18,10.8487380007636,0,10.85,2019-01-03
18,10.8487380007636,0,10.85,2019-01-04
18,10.8487380007636,0,10.85,2019-01-05
18,10.8487380007636,0,10.85,2019-01-06
18,5.33176645517653,8.62,5.74,2019-01-07
18,5.33176645517653,8.62,5.74,2019-01-08
18,5.33176645517653,8.62,5.74,2019-01-09
18,5.33176645517653,8.62,5.74,2019-01-10
18,5.33176645517653,8.62,5.74,2019-01-11
18,5.33176645517653,8.62,5.74,2019-01-12
18,5.33176645517653,8.62,5.74,2019-01-13
18,30.4943499553075,0,27.57,2019-01-14
18,30.4943499553075,0,27.57,2019-01-15
18,30.4943499553075,0,27.57,2019-01-16
18,30.4943499553075,0,27.57,2019-01-17
18,30.4943499553075,0,27.57,2019-01-18
18,30.4943499553075,0,27.57,2019-01-19
18,30.4943499553075,0,27.57,2019-01-20
18,35.002330022477,0,35,2019-01-21
18,35.002330022477,0,35,2019-01-22
18,35.002330022477,0,35,2019-01-23
18,35.002330022477,0,35,2019-01-24
18,35.002330022477,0,35,2019-01-25
18,35.002330022477,0,35,2019-01-26
18,35.002330022477,0,35,2019-01-27
18,14.3049375,0,13.81,2019-01-28
18,14.3049375,0,13.81,2019-01-29
18,14.3049375,0,13.81,2019-01-30
18,14.3049375,0,13.81,2019-01-31
18,14.3049375,0,13.81,2019-02-01
18,14.3049375,0,13.81,2019-02-02
18,14.3049375,0,13.81,2019-02-03
18,13.4831829455875,2.62,12.22,2019-02-04
18,13.4831829455875,2.62,12.22,2019-02-05
18,13.4831829455875,2.62,12.22,2019-02-06
18,13.4831829455875,2.62,12.22,2019-02-07
18,13.4831829455875,2.62,12.22,2019-02-08
18,13.4831829455875,2.62,12.22,2019-02-09
18,13.4831829455875,2.62,12.22,2019-02-10
18,9.56495828367104,0,8.37,2019-02-11
18,9.56495828367104,0,8.37,2019-02-12
18,9.56495828367104,0,8.37,2019-02-13
18,9.56495828367104,0,8.37,2019-02-14
18,9.56495828367104,0,8.37,2019-02-15
18,9.56495828367104,0,8.37,2019-02-16
18,9.56495828367104,0,8.37,2019-02-17
18,6.52516805469521,2.62,5.9,2019-02-18
18,6.52516805469521,2.62,5.9,2019-02-19
18,6.52516805469521,2.62,5.9,2019-02-20
18,6.52516805469521,2.62,5.9,2019-02-21
18,6.52516805469521,2.62,5.9,2019-02-22
18,6.52516805469521,2.62,5.9,2019-02-23
18,6.52516805469521,2.62,5.9,2019-02-24
18,8.99165374542595,2.62,8.25,2019-02-25
18,8.99165374542595,2.62,8.25,2019-02-26
18,8.99165374542595,2.62,8.25,2019-02-27
18,8.99165374542595,2.62,8.25,2019-02-28
18,8.99165374542595,2.62,8.25,2019-03-01
18,8.99165374542595,2.62,8.25,2019-03-02
18,8.99165374542595,2.62,8.25,2019-03-03
18,13.7552971929007,0,12.99,2019-03-04
18,13.7552971929007,0,12.99,2019-03-05
18,13.7552971929007,0,12.99,2019-03-06
18,13.7552971929007,0,12.99,2019-03-07
18,13.7552971929007,0,12.99,2019-03-08
18,13.7552971929007,0,12.99,2019-03-09
18,13.7552971929007,0,12.99,2019-03-10
18,17.149821050564,0,15.56,2019-03-11
18,17.149821050564,0,15.56,2019-03-12
18,17.149821050564,0,15.56,2019-03-13
18,17.149821050564,0,15.56,2019-03-14
18,17.149821050564,0,15.56,2019-03-15
18,17.149821050564,0,15.56,2019-03-16
18,17.149821050564,0,15.56,2019-03-17
18,6.48137676705593,0,3.42,2019-03-18
18,6.48137676705593,0,3.42,2019-03-19
18,6.48137676705593,0,3.42,2019-03-20
18,6.48137676705593,0,3.42,2019-03-21
18,6.48137676705593,0,3.42,2019-03-22
18,6.48137676705593,0,3.42,2019-03-23
18,6.48137676705593,0,3.42,2019-03-24
18,4.58358974358974,0,4.33,2019-03-25
18,4.58358974358974,0,4.33,2019-03-26
18,4.58358974358974,0,4.33,2019-03-27
18,4.58358974358974,0,4.33,2019-03-28
18,4.58358974358974,0,4.33,2019-03-29
18,4.58358974358974,0,4.33,2019-03-30
18,4.58358974358974,0,4.33,2019-03-31
18,0,0,0,2019-04-01
18,0,0,0,2019-04-02
18,0,0,0,2019-04-03
18,0,0,0,2019-04-04
18,0,0,0,2019-04-05
18,0,0,0,2019-04-06
18,0,0,0,2019-04-07
18,0,0,0,2019-04-08
18,0,0,0,2019-04-09
18,0,0,0,2019-04-10
18,0,0,0,2019-04-11
18,0,0,0,2019-04-12
18,0,0,0,2019-04-13
18,0,0,0,2019-04-14
18,1.99334679758955,0.104527099288096,1.75421307732489,2019-04-15
18,1.99334679758955,0.104527099288096,1.75421307732489,2019-04-16
